-0.0228889,0.932389
0.62789,-0.173761
-0.768687,0.914264
0.263917,0.204744
-0.702466,-0.830964
0.693992,0.229116
-0.42825,0.925582
-0.750653,0.801874
0.984511,-0.0618113
0.0854221,-1.26368
0.750528,-0.857028
0.16898,-0.634698
0.586332,0.991554
-1.38114,-0.182189
0.507425,0.191278
-0.514065,0.593869
-1.26953,-0.234857
0.0724148,-0.500066
0.438893,-0.524253
-0.529995,-0.0643372
1.08074,0.0786786
0.71362,0.915143
-0.649844,0.174882
0.288605,1.34292
1.13599,-0.568266
0.295671,-0.205617
0.835549,0.921532
0.247298,-1.19181
-0.200862,1.09397
-0.118912,0.659744
-0.403863,-0.90175
-0.587265,0.671897
0.128321,-0.666458
-0.0065267,-0.343777
0.559316,-0.91398
-0.554504,1.13667
-0.198937,0.976612
0.5567,-0.550121
-0.655412,-0.809641
-1.0045,0.566503
0.650547,-0.831953
0.367847,-0.855854
-0.237487,1.07688
0.899736,1.05239
0.0929262,0.8811
1.24369,0.247634
-0.64701,1.14162
0.851623,-0.0664327
0.527923,-0.994084
-0.978845,0.831026
0.673509,-1.07909
0.906129,0.877737
0.932172,0.312912
0.472226,0.621151
-0.294809,0.821949
0.614142,0.650526
0.226748,0.330499
1.21315,0.00302405
1.32899,-0.460626
-0.141431,0.262537
-0.155074,0.53056
-0.18591,-1.18141
-0.025158,1.21468
-1.07294,0.559553
0.709465,0.343242
-0.650931,-0.177452
-0.217954,0.846664
0.807613,-1.10081
0.229876,1.25471
0.0374998,-0.147191
-0.0655845,-0.482198
-0.362103,-0.659393
-0.121951,-0.557559
1.19941,-0.0621511
1.17983,0.479715
-0.601466,0.96325
0.829342,-0.168275
0.412774,-0.210858
1.20747,-0.162815
0.29865,1.35546
-0.386309,0.422955
0.167597,-1.3567
-0.663963,0.722484
0.895723,1.01691
0.451888,-0.509273
1.22881,-0.439144
1.19493,-0.712481
1.04218,-0.749946
0.419184,-0.809832
-0.255261,-1.3466
0.0522267,-0.892005
1.19597,0.269288
0.345133,-0.383003
0.202696,0.504609
0.0666859,0.198281
-0.539158,-0.616857
0.375109,-0.267532
-0.171757,-0.814401
0.652278,-0.634025
-0.316533,-0.627944
0.638362,0.514939
-0.585076,0.252131
-0.817126,0.209849
-1.02201,-0.727727
1.10354,0.274848
0.864364,-0.692062
0.11699,1.32582
-1.03179,-0.298999
-0.949714,-0.619672
-1.26342,0.442245
-0.736132,-0.842217
1.18899,0.467835
0.858945,0.360233
-0.976069,0.0329525
1.0027,0.977262
-0.272849,-0.256896
1.38087,-0.0338985
0.481432,0.56421
-0.70428,0.313803
0.170955,-0.304905
0.652241,0.213947
-0.67608,0.756367
-0.757459,-0.771532
-0.636322,-0.674279
-0.760904,-0.600653
-0.405451,0.439492
1.16965,-0.622025
-0.744212,1.14875
-0.285449,0.570901
